DateStamp,TimeStamp,Name,Category,Price,Description,SoldOut
2022-11-21,17:55:34,automotive,"-20 Degree Windshield Washer Fluid, 1 gal","fluid, Works, in, temperatures, as, low, as, -20&deg;F, Available, under, assorted, brands., Assortment, may, vary, by, store., 1, gal",2.99,False
2022-11-21,17:55:34,christmas-lights,1 Outlet Push-Pin Timer,"outlet, push-pin, timer, Use, to, automate, lamps,, portable, fans, and, seasonal, electrics&nbsp;, Energy, saving, CFL, and, LED, ready, 24, Hour, repeating, cycle, Set, to, turn, on/off, at, same, time, daily, Program, in, 30, minute, intervals, Bypass, programming, with, override, switch",4.99,False
2022-11-21,17:55:34,_prodDefaultCategory0,"1 Subject College Ruled Spiral Notebook, 70 Sheets","spiral, notebook, College, ruled, Available, in, assorted, colors.&nbsp;, Selection, varies, by, store., Dimensions:, 8&quot;, W, x, 10.5&quot;, L, 70, sheets",0.79,False
2022-11-21,17:55:34,BTS-School-and-Office-Supplies,"1 Subject Wide Ruled Wire Notebook, 70 Sheets","wire, notebook, 1, Subject, Available, in, assorted, colors., Selection, varies, by, store., Dimensions:, 8&quot;, W, x, 10.5&quot;, L, 70, sheets",0.79,False
2022-11-21,17:55:34,_prodDefaultCategory0,"1"" x 6' Wooden Plant Stake","stake, Great, alternative, instead, of&nbsp;using, plastic&nbsp;, Wasy, to, install, with, sharp,, chiseled, point, 1&quot;D, x, 6&#39;H",2.5,False
2022-11-21,17:55:34,_prodDefaultCategory0,1-Position Copa High Back Extra-Wide Steel Beach Chair,"back, extra-wide, steel, beach, chair, Molded, plastic, arms, Shoulder, carry, strap, Coated, steel, frame, Available, in, assorted, colors.&nbsp;, Selection, varies, by, store., Weight, capacity:, 300, lbs, Dimensions:, 24.41&quot;, W, x, 15.75&quot;, H, &nbsp;",35.0,False
2022-11-21,17:55:34,storage,"10 gal Storage Tote with Lid, Black","Includes, lid, 10, gal, Black",7.99,False
2022-11-21,17:55:34,snow-removal,10 lb Calcium Chloride Ice Melt,"ice, melt, Our, best, quality!&nbsp;, Effective, to, -25&deg;F, 10, lb, Jug",10.0,False
2022-11-21,17:55:34,snow-removal,"10"" Bear Claw Ice Scraper","ice, scraper, 10&quot;L",1.49,False
2022-11-21,17:55:34,_prodDefaultCategory0,"10"" Mini Bungees, 20-Count","For, light-duty, application, Can, be, used, to, tie, garden, hoses,, electrical, cord,, and, rope, Latex, rubber, core, with, a, polypropylene, braided, jacket, Galvanized, steel, hook, Dimensions, (each, cord):, 10&quot;, L, 20-count",4.29,False
2022-11-21,17:55:34,Seasonal-Out-of-Stock-Outdoor-Decor,"10"" Thai Buddha Statue","Statue, 10&quot;, Tall, Cement, construction, 4.4&quot;, W, x, 4.5&quot;, D, x, 10.4&quot;, H",9.99,False
2022-11-21,17:55:34,kitchen,"10"" Turntable Kitchen Organizer","Kitchen, Organizer&nbsp;, Create, space, in, the, pantry,, cupboard, or, on, the, countertop, Made, from, durable, plastic, Non-slip, base, 10&quot;, x, 10&quot;, x&nbsp;, 1.3&quot;&nbsp;",3.99,False
2022-11-21,17:55:34,doormats,10' No-Slip Coir Ice Runner,"ice, runner, Improves, walking, traction, on, ice, and, snow, Helps, provide, safe,, sure, footing, Great, for, pets, No, need, to, shovel,, salt, or, sand, Constructed, with, coconut, palm, 18&quot;, W, x, 10&#39;, L",12.0,False
2022-11-21,17:55:34,buy-online,10' Offset Patio Umbrella,"Patio, Umbrella, Mfg, #:&nbsp;IT18173, Perfect, for, any, outdoor, area,, patio,, or, backyard, Oval-shaped,, powder-coated, steel, pole, for, high, strength, Rust-resistant, steel, pole, with, 6, supporting, steel, ribs&nbsp;, Features, a, crank&nbsp;system, for, easy, opening, and, closing&nbsp;&nbsp;, Cross-shaped, stand, (requires, weighted, base,, sold, separately), Color, :, Sand&nbsp;, Overall, dimensions:, 10&#39;, Pole, diameter:, 1.65&quot;",79.99,False
2022-11-21,17:55:34,outdoor,10' Offset Patio Umbrella with Solar LED Lights,"Umbrella, with, Solar, LED, Lights, Mfg, #:&nbsp;IT822L, Perfect, for, any, outdoor, area,, patio,, or, backyard, Enjoy, a, cooler, environment, while, adding, style, to, your, outdoors, Solar, LED, lights, Rotates, 360&deg;, for, additional, shading, control, Top-mounted, solar, panel,, powers, lights, for, up, to, 12, hours, All, aluminum,, powder-coated, frame&nbsp;, Push, up, and, crank, open, Dimensions, :, 10&#39;, in, diameter, Umbrella, base, not, included&nbsp;",129.99,False
2022-11-21,17:55:34,buy-online,10' x 10' Cedar Wood Gazebo,"10&#39;, Cedar, Wood, Gazebo, Mfg, #:&nbsp;A102008500, The, 10&#39;, x, 10&#39;, Cedar, Wood, Gazebo, is, designed, with, double, roofs, for, great, ventilation., The, galvanized, steel, roof, is, rust-resistant, and, can, help, block, 90%, of, UV, rays., Enjoy, the, shade, and, stay, cool, with, this, efficiently, designed, gazebo!, Built, with, 100%, Premium, Cedar, Cedarwood, is, coated, with, protective, paint, to, ensure, durability, for, long-term, usage, and, is, resistant, to, rotting, and, decay, Measures, 10&#39;, x, 10&#39;, at, the, base/legs, and, 11&#39;, x, 11&#39;, at, the, roof, Great, for, a, backyard, deck,, lawn,, outdoor, patio,, or, near, a, pool, A, ceiling, hook, is, provided, for, suspending, lighting, or, fans, Can, be, assembled, in, 1.5-2, hours, with, more, than, 2, people., Allen, key, and, wrenches, included., Only, household, tools, are, required., A, ladder, and, gloves, are, needed, when, assembling, Comes, in, 2, boxes, Overall, dimensions, :, 10&#39;, x, 10&#39;, Peak, height, outside:, 120.86&quot;, Peak, height, inside:, 118.90&quot;, Eaves, height:, 78.35&quot;, Box, dimensions, :, 27&quot;H, x, 32&quot;W, x, 88&quot;L, Combined, weight, of, boxes, :, 600, lbs, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;&nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;, &nbsp;",1999.99,False
2022-11-21,17:55:34,Seasonal-Out-of-Stock,"10' x 10' Insect Netting for Gazebo, Set of 4","for, Gazebo, Fits, most, 10&#39;, x, 10&#39;, gazebos&nbsp;, Set, of, 4, Overall, dimensions, (each, panel):, 10&#39;L, x, 6&#39;9&quot;H",39.99,False
2022-11-21,17:55:34,autumn-essentials,10' x 12' All-Purpose Weather Resistant Tarp,"polyethylene, Polypropylene, rope, around, hem, Rustproof, grommets, Easy, to, clean, Tear-resistant, Superior, all-weather, protection, Cut, size:, 10&#39;, W, x, 12&#39;, L",9.99,False
2022-11-21,17:55:34,Seasonal-Out-of-Stock,10' x 12' Insect Netting for Gazebo,"fire-retardant, polyester, fabric&nbsp;, Fits, most, 10&#39;, x, 10&#39;, and, 10&#39;, x, 12&#39;, gazebos, with, installed, curtain, rods, 12&#39;L, x, 10&#39;W, x, 7.2&#39;H",59.99,False
2022-11-21,17:55:34,autumn-essentials,10' x 20' All-Purpose Weather Resistant Tarp,"Woven, polyethylene, Polypropylene, rope, around, hem, Rustproof, grommets, Easy, to, clean, Tear-resistant, Superior, all-weather, protection, Cut, size:, 10&#39;, W, x, 20&#39;, L",15.99,False
2022-11-21,17:55:34,art-supplies,100 Count Craft Grab Bag,"100, various, items, that, will, make, for, a, craft, experience, like, no, other, Includes, product, such, as, buttons,, stickers,, markers,, banners,, glitter,, bracelets,, stencils,, iron, on, applications, and, more!, No, two, boxes, the, same!, These, craft, items, would, cost, up, to, $200, if, purchased, individually!&nbsp;",20.0,False
2022-11-21,17:55:34,_prodDefaultCategory0,100 Lumen COB Flashlight,"Requires, three, AAA, batteries,, included, Available, in, assorted, colors., Selection, may, vary, by, store.",2.99,False
2022-11-21,17:55:34,office-basics,"100 Sheet Ruled Writing Tablet, 9""","tablet, Blue, paper, Perforated, Eco-Friendly, paper, Made, in, India, Available, in, assorted, colors.&nbsp;, Selection, varies, by, store.&nbsp;, 100, sheet, Dimensions:, 6&quot;, W, x, 9&quot;, L",1.99,False
2022-11-21,17:55:34,bedding,"100% Cotton Thermal Blanket, Full","The, luxury, and, softness, of, natural, cotton, Suitable, for, all, seasons, 100%, Cotton, Size:, Full, 80&quot;, x, 90&quot;, Available, in, assorted, colors., Assortment, may, vary, by, store.",18.0,False
2022-11-21,17:55:34,bedding,"100% Cotton Thermal Blanket, King","The, luxury, and, softness, of, natural, cotton, Suitable, for, all, seasons, 100%, Cotton, Size:, King, 102&quot;, x, 90&quot;, Available, in, assorted, colors., Assortment, may, vary, by, store.",20.0,False
2022-11-21,17:55:34,bedding,"100% Cotton Thermal Blanket, Queen","The, luxury, and, softness, of, natural, cotton, Suitable, for, all, seasons, 100%, Cotton, Size:, Queen, 90&quot;, x, 90&quot;, Available, in, assorted, colors., Assortment, may, vary, by, store.",18.0,False
2022-11-21,17:55:34,bedding,"100% Organic Cotton 300 Thread Count Full Sheet Set, 4 Piece","100%, cotton, fibers, for, comfort, you, can, feel, good, about, 300, thread, count, Brushed, for, softness, 100%, organic, cotton, fiber, Full, size, 4, piece, set, Fully, elastic, fitted, sheet,, fits, mattresses, up, to, 18&quot;, deep, 1, fitted, sheet, 1, flat, sheet&nbsp;, 2, king, pillowcases&nbsp;, Available, in, assorted, prints, and, colors., Assortment, varies, by, store.",30.0,False
2022-11-21,17:55:34,bedding,"100% Organic Cotton 300 Thread Count King Sheet Set, 4 Piece","100%, cotton, fibers, for, comfort, you, can, feel, good, about, 300, thread, count, Brushed, for, softness, 100%, organic, cotton, fiber, King, size, 4, piece, set, Fully, elastic, fitted, sheet,, fits, mattresses, up, to, 18&quot;, deep, 1, fitted, sheet, 78&quot;, x, 80&quot;, x, 16&quot;, 1, flat, sheet, 110&quot;, x, 104&quot;, 2, king, pillowcases, 20&quot;, x, 40&quot;, Available, in, assorted, prints, and, colors., Assortment, varies, by, store.",30.0,False
2022-11-21,17:55:34,bedding,"100% Organic Cotton 300 Thread Count Queen Sheet Set, 4 Piece","100%, cotton, fibers, for, comfort, you, can, feel, good, about, 300, thread, count, Brushed, for, softness, 100%, organic, cotton, fiber, Queen, size, 4, piece, Fully, elastic, fitted, sheet,, fits, mattresses, up, to, 18&quot;, deep, 1, fitted, sheet, 60&quot;, x, 80&quot;, x, 16&quot;, 1, flat, sheet, 94&quot;, x, 104&quot;, 2, standard/queen, pillowcases, 20&quot;, x, 32&quot;, Available, in, assorted, prints, and, colors., Assortment, varies, by, store.",30.0,False
2022-11-21,17:55:34,beach-and-pool,100' Pool Cable,"For, pools, up, to, 32&#39;, in, diameter, Dimensions:, 100&#39;, L",5.99,False
2022-11-21,17:55:34,bedding,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, King, Blue","Ct., Cotton-Rich, 6-Piece, Sheet, Set,, King,, Blue, Mfg, #:&nbsp;22362338, Set, includes, one&nbsp;king, fitted, sheet, (78&quot;, x, 80&quot;, x, 15&quot;),, one, king, flat, sheet, (110&quot;, x, 104&quot;), and, four, king, pillowcases, (20&quot;, x, 40&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color, :, Blue",39.99,False
2022-11-21,17:55:34,bedding,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, King, Gray","Ct., Cotton-Rich, 6-Piece, Sheet, Set,, King,, Gray, Mfg, #:&nbsp;22360338, Set, includes, one&nbsp;king, fitted, sheet, (78&quot;, x, 80&quot;, x, 15&quot;),, one, king, flat, sheet, (110&quot;, x, 104&quot;), and, four, king, pillowcases, (20&quot;, x, 40&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color, :, Gray",39.99,False
2022-11-21,17:55:34,bedding,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, King, White","Ct., Cotton-Rich, 6-Piece, Sheet, Set,, King,, White, Mfg, #:&nbsp;22359338, Set, includes, one&nbsp;king, fitted, sheet, (78&quot;, x, 80&quot;, x, 15&quot;),, one, king, flat, sheet, (110&quot;, x, 104&quot;), and, four, king, pillowcases, (20&quot;, x, 40&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color, :, White",39.99,False
2022-11-21,17:55:34,bedding,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, Queen, Blue","Ct., Cotton-Rich, 6-Piece, Sheet, Set,, Queen,, Blue, Mfg, #:&nbsp;22362238, Set, includes, one, queen, fitted, sheet, (60&quot;, x, 80&quot;, x, 15&quot;),, one, queen, flat, sheet, (92&quot;, x, 104&quot;), and, four, queen, pillowcases, (20&quot;, x, 30&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color, :, Blue",39.99,False
2022-11-21,17:55:34,sheets,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, Queen, Gray","Ct., Cotton-Rich, 6-Piece, Sheet, Set,, Queen,, Gray, Mfg, #:&nbsp;22360238, Set, includes, one, queen, fitted, sheet, (60&quot;, x, 80&quot;, x, 15&quot;),, one, queen, flat, sheet, (92&quot;, x, 104&quot;), and, four, queen, pillowcases, (20&quot;, x, 30&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color, :, Gray",39.99,False
2022-11-21,17:55:34,bedding,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, Queen, Lilac","Sheet, Set,, Queen,, Lilac, Mfg, #:&nbsp;22363238, Set, includes, one, queen, fitted, sheet, (60&quot;, x, 80&quot;, x, 15&quot;),, one, queen, flat, sheet, (92&quot;, x, 104&quot;), and, four, queen, pillowcases, (20&quot;, x, 30&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color, :, Lilac",39.99,False
2022-11-21,17:55:34,bedding,"1000 Thread Ct. Cotton-Rich 6-Piece Sheet Set, Queen, White","Ct., Cotton-Rich, 6-Piece, Sheet, Set,, Queen,, White, Mfg, #:&nbsp;22359238, Set, includes, one, queen, fitted, sheet, (60&quot;, x, 80&quot;, x, 15&quot;),, one, queen, flat, sheet, (92&quot;, x, 104&quot;), and, four, queen, pillowcases, (20&quot;, x, 30&quot;), Thread, count:, 1000, Made, of, cotton/polyester, Machine, washable, Imported&nbsp;, Color:, White",39.99,False
2022-11-21,17:55:34,10-and-under-spring-and-summer-deals,"11"" Tall Galvanized Metal Bucket with Rope Handles","metal, bucket, set, Rope, handles, Dimensions:, 7.5&quot;, in, diameter, x, 11&quot;, H",9.99,False
2022-11-21,17:55:34,10-and-under-spring-and-summer-deals,"11.5"" Hanging Planter Extension Hook Set, 3-pack","extension, hook, set, Powder-coated, steel, 2&quot;, W, x, 11.5&quot;, L, 3-pack, &nbsp;",3.0,False
2022-11-21,17:55:34,_prodDefaultCategory0,12 Gal Strong Box Storage Tote,"storage, tote, Stackable, Shatter-resistant, Lockable, 12, Gal, Dimensions:, 21.6&quot;, W, x, 16&quot;, L, x, 12.6&quot;, H",14.99,False
2022-11-21,17:55:34,_prodDefaultCategory0,"12"" Bamboo Skewers, 100-Count","Skewers, 100-Count",1.99,False
2022-11-21,17:55:34,_prodDefaultCategory0,"12"" Bamboo Spoon","Safe, for, use, with, non-stick, cookware, 12&quot;",1.0,False
2022-11-21,17:55:34,_prodDefaultCategory0,"12"" Bungee Cords, 2-Count","9MM&nbsp;, Made, from, 10%, Virgin, Rubber, Polypropylene, fabric, covering, Color:, Red&nbsp;, Dimensions, (each, cord):, 12&quot;, L, 2-count",1.39,False
2022-11-21,17:55:34,_prodDefaultCategory0,"12"" Garden Thermometer","Thermometer, Large, numbers, and, red, indicator&nbsp;make, it, easy, to, read, from, a, distance, Temperature, Range:, -40, to, 140F,, -40, to, 60C, Weather-resistant, 12&quot;",9.99,False
2022-11-21,17:55:34,_prodDefaultCategory0,"12"" Inflatable Tinsel Ornaments, 2-Pieces","ornaments, 2-pieces, Includes, hanging, loops, Inflates, by, mouth, or, air, pump, -, air, pump, not, included, Weather, proof, Material:, Polyester/PVC, For, indoor, or, outdoor, use, 12&quot;D, x, 13.5&quot;H",9.99,False
2022-11-21,17:55:34,dog-treats,"12"" Jumbo Bully Stick Pet Chew","Stick, Pet, Chew, All-natural, Grass, Fed, Free, Range, Odor, Free, Overall, dimensions:&nbsp;, 12&quot;, L",5.99,False
2022-11-21,17:55:34,dog-treats,"12"" Premium Bully Stick Pet Chew","Stick, Pet, Chew, 100%, All-natural, Free-range, Grain-free, Odor-free, Dimensions, :, 12&quot;, L",4.99,False
2022-11-21,17:55:34,treats-and-toys,"12"" Premium Spiral Bully Stick Pet Chew","Premium, bully, stick, All, natural, 12&quot;",3.99,False
2022-11-21,17:55:34,kitchen,"12"" Turntable Kitchen Organizer","Kitchen, Organizer, Create, space, in, the, pantry,, cupboard, or, on, the, countertop, Made, from, durable, plastic, Non-slip, base, 12&quot;, x, 12&quot;, x, 1.3&quot;&nbsp;",4.99,False
2022-11-21,17:55:34,buy-online,12' x 10' Cedar Framed Pavilion ,"10&#39;, Cedar, Framed, Pavilion&nbsp;, Made, with, a, premium, cedar, wood, frame, construction, and, a, powder-coated, steel, hardtop, Top, measures, 13&#39;, x, 11&#39;, Legs, measure, 12&#39;, x, 10&#39;, Cedar, wood, is, coated, with, protective, paint, to, ensure, durability, for, long-term, usage., Resistant, to, rot,, decay,, and, insects, Wood, is, pre-cut, and, pre-drilled, for, a, natural-looking, finish, Hardtop, helps, block, up, to, 99%, of, UV, rays,, providing, shade, or, rain, protection, during, outdoor, activities, Steel, gazebo, brackets, reinforce, shade, structure, and, reduce, movement, while, providing, premium, accents, to, your, backyard, focal, point., The, reasonable, roof, slope, design, allows, water, to, flow, out, fast, to, prevent, rainwater, from, massing, Ceiling, hook, is, provided, for, suspended, lighting, Can, be, assembled, in, 1.5-2, hours, with, 2, or, more, people., Only, household, tools, are, required., A, ladder, and, gloves, are, needed, when, assembling, Comes, in, 2, boxes, Overall, dimensions, :, 12&#39;, x, 10&#39;, Peak, height, outside:, 121.65&quot;, Peak, height, inside:, 119.29&quot;, Eaves, height:, 77.95&quot;",2199.99,False
2022-11-21,17:55:34,autumn-essentials,12' x 16' All-Purpose Weather Resistant Tarp,"Woven, polyethylene, Polypropylene, rope, around, hem, Rustproof, grommets, Easy, to, clean, Tear-resistant, Superior, all-weather, protection, Cut, size:, 12&#39;, W, x, 16&#39;, L",14.99,False
2022-11-21,17:55:34,autumn-essentials,12' x 25' All-Purpose Weather Resistant Tarp,"Woven, polyethylene, Polypropylene, rope, around, hem, Rustproof, grommets, Easy, to, clean, Tear-resistant, Superior, all-weather, protection, Cut, size:, 12&#39;, W, x, 25&#39;, L",23.99,False
2022-11-21,17:55:34,_prodDefaultCategory0,"12.5"" Garden Thermometer","Thermometer, Large, numbers, and, red, indicator&nbsp;make, it, easy, to, read, from, a, distance, Temperature, Range:, -40, to, 140F,, -40, to, 60C, Weather-resistant, 12.5&quot;",9.99,False
2022-11-21,17:55:34,flashlights,13 LED Aluminum Flashlight,"Flashlight, Aluminum, Requires, 2, C, batteries, (, not&nbsp;included), Available, in, assorted, colors., Selection, may, vary, by, store.",3.99,False
2022-11-21,17:55:34,_prodDefaultCategory0,"14"" Basalt Granite Fountain","Granite, Fountain, Pump,, LED, lights,, and, PE, basin, included, Color, :, Dark, Gray, Basalt, Overall, dimensions, :, 7&quot;H, x, 14&quot;W, Weight, :, 89, lbs, &nbsp;",299.99,False
